Date,Adj Close,Close,High,Low,Open,Volume
2024-09-20,1042.656005859375,1054.5999755859375,1067.75,1046.8499755859375,1054.0999755859375,2271977
2024-09-23,1043.2987060546875,1055.25,1063.199951171875,1047.6500244140625,1062.800048828125,858221
2024-09-24,1039.640625,1051.550048828125,1063.800048828125,1049.1500244140625,1057.699951171875,1453214
2024-09-25,1051.40576171875,1063.449951171875,1065.699951171875,1038.550048828125,1056.75,1540510
2024-09-26,1055.904296875,1068.0,1069.949951171875,1056.0999755859375,1066.0,1861553
2024-09-27,1063.76416015625,1075.949951171875,1078.5,1042.6500244140625,1056.0,2797238
2024-09-30,1056.4481201171875,1068.550048828125,1088.8499755859375,1058.449951171875,1080.9000244140625,2129069
2024-10-01,1068.1143798828125,1080.3499755859375,1082.5999755859375,1062.050048828125,1071.050048828125,1173725
2024-10-03,1056.9423828125,1069.050048828125,1087.25,1055.25,1087.25,1966311
2024-10-04,1045.3748779296875,1057.3499755859375,1077.0,1050.0999755859375,1069.050048828125,1503329
2024-10-07,1038.750732421875,1050.6500244140625,1065.449951171875,1045.199951171875,1060.8499755859375,668721
2024-10-08,1042.7054443359375,1054.6500244140625,1059.0,1036.5999755859375,1042.0999755859375,1179960
2024-10-09,1053.2843017578125,1065.3499755859375,1071.550048828125,1052.0,1054.9000244140625,1647954
2024-10-10,1045.02880859375,1057.0,1071.449951171875,1047.9000244140625,1071.449951171875,968218
2024-10-11,1052.3450927734375,1064.4000244140625,1070.5,1051.5999755859375,1062.5999755859375,570962
2024-10-14,1050.3182373046875,1062.3499755859375,1070.0,1055.3499755859375,1065.300048828125,703535
2024-10-15,1046.1658935546875,1058.1500244140625,1071.75,1054.3499755859375,1065.4000244140625,645409
2024-10-16,1008.5467529296875,1020.0999755859375,1051.300048828125,1008.5,1030.0,3802444
2024-10-17,1009.2882690429688,1020.8499755859375,1026.9000244140625,1011.0999755859375,1020.0999755859375,1036269
2024-10-18,1010.8701782226562,1022.4500122070312,1035.0,1013.9000244140625,1027.550048828125,1368450
2024-10-21,994.3098754882812,1005.7000122070312,1029.25,1002.0,1022.4500122070312,1015164
2024-10-22,977.008056640625,988.2000122070312,1013.0499877929688,983.9500122070312,1012.0,1334114
2024-10-23,989.6630859375,1001.0,1016.2000122070312,985.0999755859375,988.2000122070312,1315625
2024-10-24,994.3098754882812,1005.7000122070312,1010.1500244140625,996.9500122070312,1005.0,634232
2024-10-25,979.380859375,990.5999755859375,1011.9500122070312,986.0999755859375,1005.7000122070312,531860
2024-10-28,994.9030151367188,1006.2999877929688,1016.5499877929688,977.0,990.5999755859375,753928
2024-10-29,990.8494873046875,1002.2000122070312,1016.7999877929688,988.4500122070312,1016.7999877929688,911619
2024-10-30,974.1903076171875,985.3499755859375,1009.9000244140625,982.5499877929688,1003.0,1299530
2024-10-31,989.9102172851562,1001.25,1004.4500122070312,985.0,985.0,732810
2024-11-01,992.6290893554688,1004.0,1013.9000244140625,998.4500122070312,1009.25,108283
2024-11-04,993.0740356445312,1004.4500122070312,1011.6500244140625,994.6500244140625,1008.0,1190497
2024-11-05,977.2552490234375,988.4500122070312,1005.3499755859375,969.6500244140625,999.0499877929688,1897494
2024-11-06,983.8298950195312,995.0999755859375,1003.0999755859375,985.9000244140625,988.4500122070312,1167347
2024-11-07,962.2273559570312,973.25,1000.9500122070312,969.25,1000.8499755859375,1367216
2024-11-08,959.3601684570312,970.3499755859375,980.9000244140625,965.0,974.0,477176
2024-11-11,956.7896728515625,967.75,975.7999877929688,962.2999877929688,970.0,874885
2024-11-12,938.9935302734375,949.75,990.0,933.0,970.0,3008146
2024-11-13,952.8349609375,963.75,968.9500122070312,946.8499755859375,958.3499755859375,2093578
2024-11-14,946.556884765625,957.4000244140625,976.7999877929688,953.5,957.2000122070312,840848
2024-11-18,934.000732421875,944.7000122070312,966.0,938.6500244140625,964.0499877929688,1050199
2024-11-19,936.8678588867188,947.5999755859375,955.1500244140625,941.4500122070312,945.0,605361
2024-11-21,933.3580322265625,944.0499877929688,950.0,933.5999755859375,950.0,622867
2024-11-22,938.3014526367188,949.0499877929688,952.0,939.5999755859375,942.2000122070312,295547
2024-11-25,953.4281616210938,964.3499755859375,969.0499877929688,946.2000122070312,955.1500244140625,2656504
2024-11-26,942.2067260742188,953.0,969.9000244140625,950.8499755859375,964.9500122070312,428465
2024-11-27,940.179931640625,950.9500122070312,959.9500122070312,949.4000244140625,955.0,495683
2024-11-28,937.9554443359375,948.7000122070312,954.9500122070312,945.0,950.0,498416
2024-11-29,955.0100708007812,965.9500122070312,972.75,949.3499755859375,950.8499755859375,1151163
2024-12-02,963.5126342773438,974.5499877929688,976.5,962.4500122070312,965.9500122070312,1305207
2024-12-03,970.9771118164062,982.0999755859375,987.4500122070312,973.2999877929688,976.9500122070312,1290594
2024-12-04,959.3601684570312,970.3499755859375,985.9500122070312,967.2999877929688,982.9500122070312,1385360
2024-12-05,966.923583984375,978.0,980.0,961.5499877929688,978.0999755859375,697437
2024-12-06,983.8298950195312,995.0999755859375,996.6500244140625,972.0,986.0,749783
2024-12-09,971.3231811523438,982.4500122070312,1000.0,981.0,995.0999755859375,1191543
2024-12-10,963.1666259765625,974.2000122070312,986.2000122070312,971.0,983.9500122070312,664912
2024-12-11,975.2778930664062,986.4500122070312,993.5,975.0,977.9500122070312,591808
2024-12-12,965.4405517578125,976.5,991.0,972.1500244140625,990.0,863825
2024-12-13,967.4179077148438,978.5,981.4500122070312,955.0499877929688,981.0,650878
2024-12-16,976.5631103515625,987.75,991.0,975.5499877929688,981.5,459731
2024-12-17,958.9153442382812,969.9000244140625,991.0999755859375,966.9000244140625,989.4500122070312,769906
2024-12-18,968.4559936523438,979.5499877929688,984.0,968.2999877929688,969.9000244140625,806464
2024-12-19,974.4374389648438,985.5999755859375,989.0,965.0,968.0499877929688,1389401
2024-12-20,962.4745483398438,973.5,990.9500122070312,970.2999877929688,990.0999755859375,910631
2024-12-23,962.3262329101562,973.3499755859375,982.0,962.0999755859375,978.75,758127
2024-12-24,953.873046875,964.7999877929688,977.9000244140625,961.25,973.3499755859375,841381
2024-12-26,946.8040771484375,957.6500244140625,969.1500244140625,953.0999755859375,965.0999755859375,1348311
2024-12-27,961.3870239257812,972.4000244140625,985.5,958.0,958.0,1074014
2024-12-30,946.1119995117188,956.9500122070312,979.5999755859375,952.5,973.2000122070312,4345745
2024-12-31,960.6949462890625,971.7000122070312,976.75,960.0999755859375,960.0999755859375,960218
2025-01-01,962.7711181640625,973.7999877929688,980.0,965.2999877929688,971.0,436960
2025-01-02,979.5291748046875,990.75,992.3499755859375,966.8499755859375,978.4000244140625,1012522
2025-01-03,964.7484741210938,975.7999877929688,997.4000244140625,971.7000122070312,992.0,849340
2025-01-06,950.56103515625,961.4500122070312,975.7999877929688,954.9000244140625,974.75,845309
2025-01-07,989.5147705078125,1000.8499755859375,1014.0,969.9000244140625,970.0,3691121
2025-01-08,970.3345336914062,981.4500122070312,1012.9000244140625,972.5,1008.9500122070312,1389234
2025-01-09,999.0554809570312,1010.5,1027.949951171875,993.25,1005.0,4533779
2025-01-10,993.0245971679688,1004.4000244140625,1019.0999755859375,1000.5499877929688,1009.0499877929688,2314182
2025-01-13,964.056396484375,975.0999755859375,997.9000244140625,966.25,990.0999755859375,1417731
2025-01-14,988.82275390625,1000.1500244140625,1002.5,978.5,982.0,1057973
2025-01-15,973.7454223632812,984.9000244140625,1007.2999877929688,982.0,1005.0,673355
2025-01-16,976.9586181640625,988.1500244140625,994.7999877929688,979.4500122070312,990.0,761949
2025-01-17,983.385009765625,994.6500244140625,1000.9000244140625,980.9500122070312,992.0,880216
2025-01-20,984.225341796875,995.5,1008.7999877929688,982.0499877929688,1005.0,523731
2025-01-21,974.734130859375,985.9000244140625,1005.9500122070312,983.25,998.0,389512
2025-01-22,967.4179077148438,978.5,989.25,963.75,986.0,577713
2025-01-23,977.9473266601562,989.1500244140625,995.9500122070312,975.9500122070312,980.25,523186
2025-01-24,946.7545776367188,957.5999755859375,989.0499877929688,955.0,989.0499877929688,780860
2025-01-27,912.1510009765625,922.5999755859375,951.7000122070312,915.5499877929688,950.0,776626
2025-01-28,899.9408569335938,910.25,922.5999755859375,891.1500244140625,922.5999755859375,1146379
2025-01-29,921.5928955078125,932.1500244140625,939.5,910.25,910.25,765465
2025-01-30,942.651611328125,953.4500122070312,956.9500122070312,930.5,935.0,844983
2025-01-31,959.2613525390625,970.25,975.0,953.7999877929688,957.9000244140625,1134883
2025-02-01,964.7484741210938,975.7999877929688,980.6500244140625,953.3499755859375,970.25,270706
2025-02-03,951.796875,962.7000122070312,978.75,957.2000122070312,972.0,509847
2025-02-04,962.9688720703125,974.0,975.0,960.2000122070312,963.0499877929688,449665
2025-02-05,965.9348754882812,977.0,986.75,945.0,977.0,3696679
2025-02-06,996.7815551757812,1008.2000122070312,1026.550048828125,976.0,984.0,5775455
2025-02-07,982.8906860351562,994.1500244140625,1012.75,989.0499877929688,1008.2000122070312,1323744
2025-02-10,953.7247924804688,964.6500244140625,998.4000244140625,958.5999755859375,996.0,624534
2025-02-11,931.5784301757812,942.25,965.4500122070312,938.0,965.0,660233
2025-02-12,923.4713134765625,934.0499877929688,945.7000122070312,920.5499877929688,942.25,569136
2025-02-13,932.171630859375,942.8499755859375,955.0,936.0,936.0,568317
2025-02-14,891.635986328125,901.8499755859375,947.7000122070312,897.0999755859375,943.0,1284861
2025-02-17,913.436279296875,923.9000244140625,927.5,892.0,904.2999877929688,1079060
2025-02-18,903.6978149414062,914.0499877929688,928.9000244140625,905.25,923.9000244140625,875587
2025-02-19,881.3538208007812,891.4500122070312,896.7000122070312,855.0999755859375,890.0,2989352
2025-02-20,889.4609375,899.6500244140625,901.9500122070312,876.2000122070312,891.4500122070312,996072
2025-02-21,875.3228759765625,885.3499755859375,906.4000244140625,882.0,900.0499877929688,1854330
2025-02-24,881.1560668945312,891.25,897.9000244140625,880.9000244140625,885.3499755859375,854348
2025-02-25,872.9500732421875,882.9500122070312,898.4000244140625,880.0,891.3499755859375,867288
2025-02-27,876.4104614257812,886.4500122070312,905.0,872.3499755859375,887.4500122070312,1460237
2025-02-28,866.6719360351562,876.5999755859375,887.0,867.0999755859375,879.4500122070312,1708929
2025-03-03,860.5916748046875,870.4500122070312,882.0499877929688,859.5,879.0,1109751
2025-03-04,861.778076171875,871.6500244140625,874.75,859.8499755859375,869.0,612480
2025-03-05,877.3991088867188,887.4500122070312,889.5499877929688,871.2000122070312,876.0,659121
2025-03-06,897.1231689453125,907.4000244140625,925.0,900.0,923.9000244140625,3024764
2025-03-07,890.597900390625,900.7999877929688,915.7000122070312,895.2999877929688,908.0999755859375,663269
2025-03-10,883.5783081054688,893.7000122070312,911.1500244140625,890.0,900.7999877929688,605996
2025-03-11,889.6586303710938,899.8499755859375,904.9000244140625,882.8499755859375,888.8499755859375,559901
2025-03-12,878.1900634765625,888.25,898.75,872.0,898.5,2335024
2025-03-13,873.0983276367188,883.0999755859375,897.2000122070312,880.0,895.0,312720
2025-03-17,882.5896606445312,892.7000122070312,901.2999877929688,887.1500244140625,888.3499755859375,960318
2025-03-18,882.5896606445312,892.7000122070312,892.7000122070312,892.7000122070312,892.7000122070312,0
2025-03-19,899.5948486328125,909.9000244140625,930.0,903.0,928.0,2142040
2025-03-20,906.861572265625,917.25,924.3499755859375,908.0,917.9000244140625,689231
2025-03-21,908.1962890625,918.5999755859375,926.9500122070312,914.0499877929688,918.0,1384887
2025-03-24,913.2385864257812,923.7000122070312,939.5,917.75,918.5999755859375,1401513
2025-03-25,897.0736694335938,907.3499755859375,929.7999877929688,904.9000244140625,925.0,847472
2025-03-26,897.2220458984375,907.5,917.4500122070312,903.5999755859375,907.7999877929688,1505932
2025-03-27,880.6617431640625,890.75,906.5,881.7999877929688,903.5499877929688,2181319
2025-03-28,876.3610229492188,886.4000244140625,900.5499877929688,880.5499877929688,894.9000244140625,1244840
2025-04-01,867.561767578125,877.5,900.4500122070312,872.0,888.0,1453564
2025-04-02,881.0571899414062,891.1500244140625,895.25,862.7999877929688,870.25,1068766
2025-04-03,891.6854858398438,901.9000244140625,949.6500244140625,899.2000122070312,949.6500244140625,4159473
2025-04-04,857.0818481445312,866.9000244140625,905.9500122070312,834.5,901.9000244140625,3287190
2025-04-07,828.1136474609375,837.5999755859375,854.1500244140625,795.0,795.0,1792473
2025-04-08,849.3701782226562,859.0999755859375,866.2000122070312,836.0999755859375,845.0,2795212
2025-04-09,834.836669921875,844.4000244140625,849.8499755859375,823.2999877929688,840.4000244140625,1594419
2025-04-11,859.0097045898438,868.8499755859375,879.0,855.2000122070312,863.8499755859375,1116144
2025-04-15,873.1478271484375,883.1500244140625,889.7999877929688,868.5999755859375,889.7999877929688,1550801
2025-04-16,812.7891845703125,822.0999755859375,887.25,813.0,883.1500244140625,10251029
2025-04-17,822.1322021484375,831.5499877929688,839.1500244140625,816.0999755859375,830.0,4090722
2025-04-21,835.77587890625,845.3499755859375,847.0,830.25,832.3499755859375,1861224
2025-04-22,843.0426635742188,852.7000122070312,854.2000122070312,837.9000244140625,845.3499755859375,1015442
2025-04-23,858.1693725585938,868.0,873.0,852.7000122070312,857.5999755859375,1149096
2025-04-24,870.2806396484375,880.25,887.25,861.5,868.0,1167381
2025-04-25,849.9140014648438,859.6500244140625,882.3499755859375,858.0,879.6500244140625,1090283
2025-04-28,876.50927734375,886.5499877929688,887.7000122070312,861.25,862.9500122070312,1527151
2025-04-29,877.9923095703125,888.0499877929688,894.8499755859375,877.0499877929688,887.0,1027694
2025-04-30,878.1900634765625,888.25,901.8499755859375,883.0,888.0,907542
2025-05-02,872.0602416992188,882.0499877929688,893.4000244140625,874.9000244140625,887.0,622199
2025-05-05,882.3919067382812,892.5,895.0,880.0499877929688,885.5999755859375,392926
2025-05-06,870.6761474609375,880.6500244140625,886.0,869.1500244140625,886.0,1001672
2025-05-07,876.1138305664062,886.1500244140625,889.1500244140625,863.2000122070312,863.2000122070312,819319
2025-05-08,863.8048095703125,873.7000122070312,888.8499755859375,865.5,886.0,923809
2025-05-09,868.6987915039062,878.6500244140625,881.0,859.0,859.0,783197
2025-05-12,874.8284912109375,884.8499755859375,890.0,866.25,881.0,695749
2025-05-13,891.635986328125,901.8499755859375,903.7999877929688,884.8499755859375,884.8499755859375,1523977
2025-05-14,893.267333984375,903.5,909.5,890.5499877929688,903.4500122070312,1074055
2025-05-15,894.4537353515625,904.7000122070312,907.4500122070312,896.6500244140625,903.7999877929688,493067
2025-05-16,892.4763793945312,902.7000122070312,907.5499877929688,898.5,902.0,720221
2025-05-19,900.9295654296875,911.25,919.7999877929688,902.6500244140625,906.0,832279
2025-05-20,873.2960815429688,883.2999877929688,920.0,874.0999755859375,917.5,2737758
2025-05-21,879.57421875,889.6500244140625,896.0,865.6500244140625,879.0,1659446
2025-05-22,893.2178955078125,903.4500122070312,911.5,889.3499755859375,890.0,2150946
2025-05-23,898.3095092773438,908.5999755859375,909.9000244140625,896.1500244140625,904.0,795387
2025-05-26,902.5114135742188,912.8499755859375,921.0,908.0999755859375,914.0,703642
2025-05-27,907.7019653320312,918.0999755859375,921.0,912.8499755859375,916.5999755859375,634513
2025-05-28,915.1170043945312,925.5999755859375,930.5,917.0,925.0,874275
2025-05-29,914.2766723632812,924.75,934.0,920.2999877929688,932.0,643360
2025-05-30,919.4672241210938,930.0,934.0,917.2999877929688,929.0,1896380
2025-06-02,917.4898681640625,928.0,935.5,917.0499877929688,933.9500122070312,817584
2025-06-03,915.9080200195312,926.4000244140625,934.9000244140625,921.0,930.0,480256
2025-06-04,920.9501953125,931.5,941.75,927.0,934.9500122070312,1429173
2025-06-05,944.8761596679688,955.7000122070312,958.25,933.0,933.0,1804863
2025-06-06,949.2757568359375,960.1500244140625,962.5,948.8499755859375,960.0,810158
2025-06-09,962.6228637695312,973.6500244140625,976.0,959.8499755859375,964.9000244140625,641864
2025-06-10,970.6805419921875,981.7999877929688,983.9000244140625,969.0,970.0,981945
2025-06-11,967.7144775390625,978.7999877929688,992.4500122070312,976.4500122070312,985.0,869226
2025-06-12,967.7144775390625,978.7999877929688,995.7000122070312,973.1500244140625,990.0,1972538
2025-06-13,963.9081420898438,974.9500122070312,977.7000122070312,960.0,968.0999755859375,1046498
2025-06-16,963.3643798828125,974.4000244140625,977.0,964.3499755859375,971.0,777623
2025-06-17,946.8040771484375,957.6500244140625,975.4500122070312,947.5999755859375,974.4000244140625,1639313
2025-06-18,947.4466552734375,958.2999877929688,965.2999877929688,949.25,951.0,1016691
2025-06-19,939.2901000976562,950.0499877929688,958.0,947.0,958.0,798082
2025-06-20,946.26025390625,957.0999755859375,960.3499755859375,944.0,945.0,708234
2025-06-23,941.31689453125,952.0999755859375,957.9500122070312,946.9000244140625,948.5999755859375,642532
2025-06-24,953.6258544921875,964.5499877929688,967.9000244140625,955.8499755859375,962.0999755859375,1162909
2025-06-25,963.7103881835938,974.75,977.3499755859375,966.3499755859375,970.2000122070312,655603
2025-06-26,970.828857421875,981.9500122070312,983.5,967.8499755859375,979.2000122070312,876152
2025-06-27,970.6805419921875,981.7999877929688,988.9500122070312,979.1500244140625,985.0,1545595
2025-06-30,978.7382202148438,989.9500122070312,991.0,978.7000122070312,987.5,818854
2025-07-01,991.1461181640625,1002.5,1004.5999755859375,986.3499755859375,994.9500122070312,925574
2025-07-02,984.1265258789062,995.4000244140625,1015.0,988.5,1005.7000122070312,1227396
2025-07-03,988.0812377929688,999.4000244140625,1001.9000244140625,987.3499755859375,992.0499877929688,718095
2025-07-04,989.6630859375,1001.0,1014.8499755859375,999.0,1004.0,845835
2025-07-07,987.4879760742188,998.7999877929688,1003.9500122070312,990.0,1001.0,567413
2025-07-08,972.064697265625,983.2000122070312,1001.2999877929688,966.0,998.7999877929688,1014905
2025-07-09,967.3684692382812,978.4500122070312,982.75,970.0,973.4000244140625,906874
2025-07-10,961.9307861328125,972.9500122070312,980.8499755859375,965.0,978.4500122070312,721738
2025-07-11,968.5054321289062,979.5999755859375,985.2000122070312,970.0499877929688,973.0,921032
2025-07-14,957.4817504882812,968.4500122070312,990.5,966.0999755859375,982.0499877929688,1409414
2025-07-15,956.6907958984375,967.6500244140625,975.75,961.5,971.0,553271
2025-07-16,957.9266357421875,968.9000244140625,980.0,962.9500122070312,980.0,1049414
2025-07-17,971.6197509765625,982.75,984.9500122070312,972.3499755859375,975.5,669080
2025-07-18,963.9081420898438,974.9500122070312,986.9500122070312,969.9500122070312,986.9500122070312,726018
2025-07-21,959.01416015625,970.0,980.3499755859375,968.9000244140625,974.0,961832
2025-07-22,945.9142456054688,956.75,972.8499755859375,951.5499877929688,970.0,864768
2025-07-23,951.0553588867188,961.9500122070312,963.2000122070312,954.5,957.7000122070312,417511
2025-07-24,960.25,971.25,976.5999755859375,960.1500244140625,962.9500122070312,639210
2025-07-25,976.4000244140625,976.4000244140625,981.9500122070312,960.5,967.2000122070312,1188906
2025-07-28,980.0999755859375,980.0999755859375,989.2999877929688,974.0499877929688,976.4000244140625,1032847
2025-07-29,994.8499755859375,994.8499755859375,997.9500122070312,980.5499877929688,985.0,943918
2025-07-30,995.1500244140625,995.1500244140625,1000.2000122070312,989.0999755859375,998.0,775428
2025-07-31,969.7999877929688,969.7999877929688,986.4500122070312,961.0999755859375,975.0499877929688,1187065
2025-08-01,949.0499877929688,949.0499877929688,970.75,946.3499755859375,970.0,1284762
2025-08-04,958.8499755859375,958.8499755859375,962.0,946.5499877929688,949.9500122070312,621617
2025-08-05,960.25,960.25,964.2000122070312,948.0999755859375,953.5,479835
2025-08-06,932.7000122070312,932.7000122070312,959.0499877929688,930.0,956.0,1059453
2025-08-07,944.4500122070312,944.4500122070312,947.75,919.0499877929688,920.0,954020
2025-08-08,936.1500244140625,936.1500244140625,952.0499877929688,932.0499877929688,949.7999877929688,589784
2025-08-11,955.5499877929688,955.5499877929688,958.0,934.0499877929688,940.9500122070312,355333
2025-08-12,955.6500244140625,955.6500244140625,969.0,948.0,955.5499877929688,912710
2025-08-13,988.5999755859375,988.5999755859375,997.5,938.5499877929688,955.6500244140625,1911458
2025-08-14,988.7999877929688,988.7999877929688,1002.8499755859375,982.2000122070312,993.5499877929688,717164
2025-08-18,986.5,986.5,994.0,977.2999877929688,988.7999877929688,677972
2025-08-19,989.4500122070312,989.4500122070312,997.0,984.5,986.5,718678
2025-08-20,983.2999877929688,983.2999877929688,991.8499755859375,978.3499755859375,989.9500122070312,535407
2025-08-21,985.7999877929688,985.7999877929688,997.5999755859375,978.4000244140625,983.2999877929688,716876
2025-08-22,988.7999877929688,988.7999877929688,999.9000244140625,986.4500122070312,992.0,307423
2025-08-25,1023.1500244140625,1023.1500244140625,1029.5,990.9000244140625,992.0499877929688,2565579
2025-08-26,987.8499755859375,987.8499755859375,1016.9500122070312,982.0,1015.0,2997316
2025-08-28,978.5999755859375,978.5999755859375,990.5499877929688,968.4000244140625,987.8499755859375,1108790
2025-08-29,981.0499877929688,981.0499877929688,988.5,969.2000122070312,984.2999877929688,833114
2025-09-01,991.0499877929688,991.0499877929688,998.0999755859375,987.0,988.0,1463193
2025-09-02,996.0999755859375,996.0999755859375,1005.0,989.7000122070312,991.0499877929688,1106144
2025-09-03,1008.2000122070312,1008.2000122070312,1013.9500122070312,999.25,1004.0,1683054
2025-09-04,1011.9500122070312,1011.9500122070312,1017.4000244140625,1002.5,1014.5,1038028
2025-09-05,1013.8499755859375,1013.8499755859375,1039.050048828125,1005.0,1022.0,1860389
2025-09-08,1009.6500244140625,1009.6500244140625,1022.9000244140625,1006.0499877929688,1014.0499877929688,777187
2025-09-09,1035.5999755859375,1035.5999755859375,1038.699951171875,1009.2000122070312,1010.0,1228793
2025-09-10,1039.5999755859375,1039.5999755859375,1049.8499755859375,1033.0,1040.550048828125,1086228
2025-09-11,1043.5999755859375,1043.5999755859375,1048.0,1030.300048828125,1039.5999755859375,537049
2025-09-12,1044.75,1044.75,1054.5999755859375,1042.0,1048.300048828125,559927
2025-09-15,1036.9000244140625,1036.9000244140625,1047.0,1033.050048828125,1047.0,391508
2025-09-16,1034.5,1034.5,1043.5,1030.550048828125,1042.0,511672
2025-09-17,1033.800048828125,1033.800048828125,1038.949951171875,1030.0,1035.0,754208
2025-09-18,1047.8499755859375,1047.8499755859375,1049.949951171875,1025.5,1035.0,977193
2025-09-19,1037.300048828125,1037.300048828125,1059.050048828125,1034.0,1050.0,1054747
2025-09-22,1035.699951171875,1035.699951171875,1046.1500244140625,1032.300048828125,1037.300048828125,599637
2025-09-23,1044.8499755859375,1044.8499755859375,1048.0,1030.300048828125,1035.5,544814
2025-09-24,1036.0,1036.0,1048.4000244140625,1033.449951171875,1047.699951171875,657285
2025-09-25,1019.25,1019.25,1042.4000244140625,1016.4500122070312,1035.449951171875,1146210
2025-09-26,975.0,975.0,1010.0,972.7000122070312,996.2000122070312,2575036
2025-09-29,992.0999755859375,992.0999755859375,995.3499755859375,975.0,975.0,1029788
2025-09-30,981.9000244140625,981.9000244140625,997.9000244140625,980.4500122070312,995.0,895491
2025-10-01,991.1500244140625,991.1500244140625,998.6500244140625,981.0,981.0,560905
2025-10-03,988.2999877929688,988.2999877929688,1001.7000122070312,980.0,996.0,577348
2025-10-06,994.6500244140625,994.6500244140625,997.2000122070312,975.2999877929688,988.2999877929688,364990
2025-10-07,987.9000244140625,987.9000244140625,1002.0,981.6500244140625,1002.0,882271
2025-10-08,985.9500122070312,985.9500122070312,993.25,981.9000244140625,987.9000244140625,858560
2025-10-09,994.4500122070312,994.4500122070312,1015.6500244140625,990.0999755859375,993.0,2566310
2025-10-10,993.4500122070312,993.4500122070312,1010.0,987.0,997.9000244140625,1559044
2025-10-13,995.5,995.5,998.0,985.2999877929688,990.0,727760
2025-10-14,979.25,979.25,997.4500122070312,974.5499877929688,995.0,827749
2025-10-15,977.2999877929688,977.2999877929688,990.0,975.0,979.25,563166
2025-10-16,984.5999755859375,984.5999755859375,989.0,974.75,977.2999877929688,832737
2025-10-17,987.6500244140625,987.6500244140625,991.0,978.0499877929688,984.0,745052
2025-10-20,1002.3499755859375,1002.3499755859375,1016.0,988.0,988.0,820061
2025-10-21,999.5,999.5,1006.9000244140625,996.5499877929688,1002.3499755859375,59416
2025-10-23,1009.0,1009.0,1013.9500122070312,1003.0499877929688,1013.9500122070312,693670
2025-10-24,1004.9000244140625,1004.9000244140625,1008.9500122070312,991.0499877929688,1008.9500122070312,583326
2025-10-27,1013.8499755859375,1013.8499755859375,1014.9000244140625,1003.0,1013.5499877929688,506495
2025-10-28,1001.25,1001.25,1017.1500244140625,997.3499755859375,1015.9000244140625,382370
2025-10-29,1002.9000244140625,1002.9000244140625,1015.4000244140625,999.2000122070312,1003.2999877929688,730755
2025-10-30,986.1500244140625,986.1500244140625,1006.4000244140625,980.0999755859375,1004.0,750435
2025-10-31,974.4500122070312,974.4500122070312,992.9500122070312,973.5,986.1500244140625,458973
2025-11-03,981.0499877929688,981.0499877929688,984.7000122070312,970.0,970.5,534425
2025-11-04,971.7000122070312,971.7000122070312,987.5999755859375,968.0499877929688,983.0499877929688,444915
2025-11-05,971.7000122070312,971.7000122070312,971.7000122070312,971.7000122070312,971.7000122070312,0
2025-11-06,936.7000122070312,936.7000122070312,998.0,933.0499877929688,980.0,2919859
2025-11-07,944.0999755859375,944.0999755859375,946.7999877929688,926.8499755859375,938.4500122070312,667543
2025-11-10,948.4000244140625,948.4000244140625,973.0,942.2000122070312,947.0,920267
2025-11-11,938.9000244140625,938.9000244140625,950.0,935.0499877929688,949.0,1819775
2025-11-12,951.4000244140625,951.4000244140625,957.25,940.0,940.0999755859375,791415
2025-11-13,944.1500244140625,944.1500244140625,952.5999755859375,940.0999755859375,951.0,698519
2025-11-14,944.4500122070312,944.4500122070312,952.9500122070312,939.5,948.8499755859375,592731
2025-11-17,934.75,934.75,949.9500122070312,932.1500244140625,948.0,873274
2025-11-18,928.4000244140625,928.4000244140625,939.9000244140625,926.0499877929688,939.7000122070312,824350
2025-11-19,930.2000122070312,930.2000122070312,935.1500244140625,925.75,933.0,659272
2025-11-20,928.0,928.0,937.2999877929688,926.2000122070312,935.75,747920
2025-11-21,924.2999877929688,924.2999877929688,931.9500122070312,920.5,930.0,470759
2025-11-24,926.6500244140625,926.6500244140625,931.0499877929688,921.0,927.0,4921102
2025-11-25,928.5,928.5,934.7999877929688,922.4500122070312,928.9500122070312,508282
2025-11-26,940.5499877929688,940.5499877929688,943.8499755859375,932.0499877929688,934.9500122070312,972690
2025-11-27,937.25,937.25,948.7999877929688,928.8499755859375,944.5999755859375,768619
2025-11-28,942.5,942.5,947.9500122070312,936.5,947.9500122070312,919929
2025-12-01,936.4500122070312,936.4500122070312,944.9000244140625,930.5,942.0999755859375,534206
2025-12-02,942.7000122070312,942.7000122070312,944.9500122070312,932.4000244140625,932.4000244140625,823400
2025-12-03,934.9500122070312,934.9500122070312,947.0,930.5,941.0,1158530
2025-12-04,935.75,935.75,944.1500244140625,932.5499877929688,938.0,874529
2025-12-05,931.4500122070312,931.4500122070312,937.0,929.25,936.0,892186
2025-12-08,924.5999755859375,924.5999755859375,938.7000122070312,920.3499755859375,930.0,632165
2025-12-09,920.25,920.25,927.25,912.5999755859375,924.5999755859375,1334688
2025-12-10,923.5999755859375,923.5999755859375,936.4500122070312,919.0,926.7999877929688,786332
2025-12-11,922.5499877929688,922.5499877929688,927.2000122070312,919.7999877929688,920.0,519404
2025-12-12,929.1500244140625,929.1500244140625,932.0,923.0499877929688,925.0,435255
2025-12-15,921.5999755859375,921.5999755859375,929.0,916.0999755859375,929.0,397336
2025-12-16,914.3499755859375,914.3499755859375,928.9500122070312,912.0,926.9500122070312,750574
