Date,Adj Close,Close,High,Low,Open,Volume
2024-06-07,455.235107421875,483.54998779296875,485.6499938964844,461.04998779296875,473.0,32944221
2024-06-10,457.3533630371094,485.79998779296875,495.70001220703125,477.0,486.0,20853211
2024-06-11,457.9653015136719,486.45001220703125,488.8999938964844,476.1000061035156,485.79998779296875,20122639
2024-06-12,463.2374572753906,492.04998779296875,498.25,484.04998779296875,487.0,23440337
2024-06-13,474.0639953613281,503.54998779296875,505.8500061035156,492.6000061035156,496.5,22583735
2024-06-14,480.183349609375,510.04998779296875,511.8500061035156,500.29998779296875,506.1000061035156,13048015
2024-06-18,478.0180358886719,507.75,512.5999755859375,504.5,512.5,12494967
2024-06-19,470.01580810546875,499.25,511.8999938964844,494.3999938964844,508.95001220703125,8911856
2024-06-20,453.1639709472656,481.3500061035156,495.0,477.79998779296875,495.0,25848843
2024-06-21,454.0583190917969,482.29998779296875,493.3500061035156,481.0,487.0,14067512
2024-06-24,459.189208984375,487.75,489.45001220703125,472.6000061035156,481.0,14749233
2024-06-25,455.3763732910156,483.70001220703125,490.54998779296875,480.0,488.0,13567964
2024-06-26,451.9400634765625,480.04998779296875,486.3500061035156,479.1499938964844,481.54998779296875,10636903
2024-06-27,451.6575927734375,479.75,491.75,476.45001220703125,478.0,15956471
2024-06-28,456.6943359375,485.1000061035156,488.6000061035156,479.75,481.0,8405233
2024-07-01,471.898681640625,501.25,503.0,486.54998779296875,493.04998779296875,16866460
2024-07-02,473.2167053222656,502.6499938964844,506.79998779296875,495.6000061035156,502.29998779296875,26068619
2024-07-03,499.95361328125,531.0499877929688,533.25,510.5,513.5,33571765
2024-07-04,502.4015197753906,533.6500244140625,544.75,530.7000122070312,536.7999877929688,17103459
2024-07-05,502.96630859375,534.25,539.4500122070312,529.3499755859375,534.0,10395660
2024-07-08,517.5587158203125,549.75,559.75,536.4000244140625,538.0,20739673
2024-07-09,517.9352416992188,550.1500244140625,556.5,541.5499877929688,552.5,13179449
2024-07-10,527.9615478515625,560.7999877929688,567.5999755859375,535.0,552.0,23340064
2024-07-11,537.187744140625,570.5999755859375,573.7999877929688,559.7999877929688,565.8499755859375,10824586
2024-07-12,522.642578125,555.1500244140625,580.0,548.0499877929688,573.5999755859375,13831121
2024-07-15,525.3256225585938,558.0,566.3499755859375,553.4500122070312,560.9000244140625,12094299
2024-07-16,517.3704223632812,549.5499877929688,561.6500244140625,546.0,559.0,7358534
2024-07-18,515.5346069335938,547.5999755859375,556.8499755859375,534.0499877929688,548.0,12703877
2024-07-19,502.4485168457031,533.7000122070312,552.0,532.0,544.0,10053221
2024-07-22,512.710205078125,544.5999755859375,547.7000122070312,526.2000122070312,528.0,8561902
2024-07-23,492.89288330078125,523.5499877929688,551.8499755859375,505.0,546.5,22524978
2024-07-24,494.3521423339844,525.0999755859375,537.25,520.0499877929688,523.5499877929688,9022966
2024-07-25,494.3050842285156,525.0499877929688,527.2999877929688,514.75,521.0,6448853
2024-07-26,509.818603515625,538.9500122070312,541.3499755859375,521.0999755859375,529.9500122070312,9126406
2024-07-29,522.9672241210938,552.8499755859375,554.8499755859375,537.0,539.0,11024457
2024-07-30,524.71728515625,554.7000122070312,562.5,547.25,553.7999877929688,10069484
2024-07-31,526.7037963867188,556.7999877929688,558.7000122070312,551.0,555.25,6337213
2024-08-01,513.5078125,542.8499755859375,559.5,541.5,552.0499877929688,10651189
2024-08-02,497.85235595703125,526.2999877929688,539.7999877929688,525.3499755859375,535.0,11584967
2024-08-05,471.1293029785156,498.04998779296875,524.1500244140625,490.70001220703125,505.1000061035156,23854293
2024-08-06,448.42657470703125,474.04998779296875,527.5999755859375,471.3500061035156,506.0,27196447
2024-08-07,465.83203125,492.45001220703125,501.70001220703125,478.0,494.5,24072515
2024-08-08,465.5482482910156,492.1499938964844,503.3999938964844,486.3500061035156,495.0,13999802
2024-08-09,473.5887756347656,500.6499938964844,508.8500061035156,495.04998779296875,499.6000061035156,10489233
2024-08-12,469.80499267578125,496.6499938964844,503.45001220703125,490.70001220703125,499.8999938964844,5783366
2024-08-13,456.5617370605469,482.6499938964844,497.8999938964844,481.0,491.0,10669859
2024-08-14,458.4535827636719,484.6499938964844,488.25,478.8500061035156,485.0,7413761
2024-08-16,476.99420166015625,504.25,505.1499938964844,489.04998779296875,493.5,10378455
2024-08-19,477.6564025878906,504.95001220703125,512.9500122070312,503.1499938964844,507.0,5700618
2024-08-20,493.0280456542969,521.2000122070312,522.6500244140625,504.1499938964844,508.8999938964844,12169319
2024-08-21,487.77801513671875,515.6500244140625,524.2999877929688,511.6000061035156,521.2000122070312,7836483
2024-08-22,489.52801513671875,517.5,519.0499877929688,514.25,518.7999877929688,4109631
2024-08-23,486.9739685058594,514.7999877929688,523.0,513.5,520.5,5850297
2024-08-26,486.59564208984375,514.4000244140625,521.5499877929688,511.5,520.1500244140625,4077934
2024-08-27,507.4537658691406,536.4500122070312,538.0,512.25,515.0,19377943
2024-08-28,510.10235595703125,539.25,545.5,531.5499877929688,538.5,11607989
2024-08-29,524.4808349609375,554.4500122070312,556.5,540.4500122070312,546.0,19514561
2024-08-30,522.9107055664062,549.5499877929688,560.0,547.0999755859375,554.7999877929688,10222982
2024-09-02,520.6271362304688,547.1500244140625,554.0499877929688,540.0999755859375,552.5999755859375,5741792
2024-09-03,531.7599487304688,558.8499755859375,561.7999877929688,540.1500244140625,547.0,9786096
2024-09-04,528.3820190429688,555.2999877929688,556.4000244140625,546.0,548.5,6377748
2024-09-05,531.1890258789062,558.25,566.4000244140625,555.3499755859375,557.0,8554799
2024-09-06,518.8667602539062,545.2999877929688,558.8499755859375,541.5499877929688,555.0,9565966
2024-09-09,498.2186584472656,523.5999755859375,544.4500122070312,513.2000122070312,541.0,20183113
2024-09-10,485.9916076660156,510.75,528.5,508.54998779296875,528.5,14833993
2024-09-11,477.0948181152344,501.3999938964844,515.5,499.29998779296875,511.0,7623569
2024-09-12,481.7572937011719,506.29998779296875,509.45001220703125,494.0,505.45001220703125,12346929
2024-09-13,475.28692626953125,499.5,511.29998779296875,497.0,510.70001220703125,7734239
2024-09-16,467.24652099609375,491.04998779296875,503.20001220703125,488.29998779296875,503.0,7632924
2024-09-17,459.06341552734375,482.45001220703125,490.45001220703125,476.8500061035156,490.0,14392518
2024-09-18,468.1980285644531,492.04998779296875,500.5,486.3500061035156,489.0,15330542
2024-09-19,457.3982849121094,480.70001220703125,501.0,462.70001220703125,495.75,15783626
2024-09-20,458.5400695800781,481.8999938964844,488.29998779296875,476.75,483.70001220703125,13890094
2024-09-23,467.3893127441406,491.20001220703125,494.5,482.3999938964844,485.0,6327029
2024-09-24,466.1998291015625,489.95001220703125,493.54998779296875,486.04998779296875,490.0,8389458
2024-09-25,460.014892578125,483.45001220703125,491.3500061035156,480.3999938964844,491.0,9526068
2024-09-26,457.1603698730469,480.45001220703125,485.0,475.1499938964844,485.0,8617212
2024-09-27,469.9107971191406,493.8500061035156,495.95001220703125,478.6000061035156,478.79998779296875,11361968
2024-09-30,464.3919372558594,488.04998779296875,498.8500061035156,486.1000061035156,492.0,8142211
2024-10-01,470.1487121582031,494.1000061035156,505.04998779296875,489.0,490.0,12786542
2024-10-03,444.8856201171875,467.54998779296875,491.75,464.5,487.8500061035156,19202233
2024-10-04,440.8892822265625,463.3500061035156,469.6499938964844,457.6499938964844,467.54998779296875,11408576
2024-10-07,417.3865966796875,438.6499938964844,469.79998779296875,437.0,467.0,16775124
2024-10-08,443.26806640625,465.8500061035156,469.0,432.3999938964844,436.5,18224193
2024-10-09,447.9781494140625,470.79998779296875,477.5,467.45001220703125,467.45001220703125,9023720
2024-10-10,449.0723876953125,471.95001220703125,481.3500061035156,471.0,474.95001220703125,7209670
2024-10-11,445.1711120605469,467.8500061035156,472.6000061035156,462.75,469.6000061035156,5568364
2024-10-14,450.64239501953125,473.6000061035156,478.95001220703125,466.79998779296875,469.95001220703125,5758201
2024-10-15,453.63970947265625,476.75,482.0,474.0,478.0,6280066
2024-10-16,455.9709777832031,479.20001220703125,483.20001220703125,476.3500061035156,476.8999938964844,5929705
2024-10-17,446.693603515625,469.45001220703125,480.95001220703125,467.45001220703125,480.0,5208293
2024-10-18,449.7860412597656,472.70001220703125,473.75,457.29998779296875,468.79998779296875,7642993
2024-10-21,441.460205078125,463.95001220703125,474.45001220703125,460.1000061035156,473.5,4850471
2024-10-22,420.954833984375,442.3999938964844,465.20001220703125,441.04998779296875,462.0,10178704
2024-10-23,417.10113525390625,438.3500061035156,446.25,426.54998779296875,442.0,10169698
2024-10-24,431.1361389160156,453.1000061035156,455.70001220703125,436.04998779296875,437.0,9477665
2024-10-25,416.8632507324219,438.1000061035156,458.0,431.0,454.0,8904455
2024-10-28,428.804931640625,450.6499938964844,458.0,440.5,441.0,11251735
2024-10-29,449.2626953125,472.1499938964844,474.0,446.20001220703125,453.0,13329768
2024-10-30,441.17474365234375,463.6499938964844,474.25,462.75,472.1499938964844,9061400
2024-10-31,432.89642333984375,454.95001220703125,465.95001220703125,449.1499938964844,464.3999938964844,6917895
2024-11-01,436.84527587890625,459.1000061035156,460.75,456.1000061035156,460.0,901996
2024-11-04,429.18548583984375,451.04998779296875,463.0,442.8999938964844,463.0,9325508
2024-11-05,439.1289367675781,461.5,464.8500061035156,436.6499938964844,450.0,9875420
2024-11-06,444.8856201171875,467.54998779296875,469.3999938964844,459.3500061035156,464.0,7221536
2024-11-07,439.6047058105469,462.0,469.3999938964844,460.54998779296875,467.5,5072697
2024-11-08,427.615478515625,449.3999938964844,462.1000061035156,447.6000061035156,461.8999938964844,5816760
2024-11-11,458.4925231933594,481.8500061035156,489.3999938964844,454.25,454.25,29014155
2024-11-12,444.5050964355469,467.1499938964844,486.6499938964844,465.5,485.0,12030749
2024-11-13,439.0813903808594,461.45001220703125,472.0,453.29998779296875,469.1000061035156,12532360
2024-11-14,432.6585693359375,454.70001220703125,467.6499938964844,451.79998779296875,463.1499938964844,8930823
2024-11-18,436.94049072265625,459.20001220703125,468.3999938964844,456.1499938964844,461.95001220703125,9440643
2024-11-19,448.5490417480469,471.3999938964844,479.5,467.04998779296875,470.0,16795032
2024-11-21,431.3740539550781,453.3500061035156,470.95001220703125,432.79998779296875,470.95001220703125,29932392
2024-11-22,454.78155517578125,477.95001220703125,479.5,454.6000061035156,458.5,16196571
2024-11-25,461.539306640625,481.5,505.3500061035156,480.0,490.0,22624407
2024-11-26,464.3190612792969,484.3999938964844,492.29998779296875,482.20001220703125,485.0,8322135
2024-11-27,470.7413330078125,491.1000061035156,494.8500061035156,481.79998779296875,487.54998779296875,6332307
2024-11-28,473.5211181640625,494.0,501.1000061035156,491.29998779296875,492.3999938964844,9185839
2024-11-29,474.7672424316406,495.29998779296875,499.3999938964844,490.5,495.70001220703125,7808841
2024-12-02,475.1985778808594,495.75,497.45001220703125,490.0,494.0,5868905
2024-12-03,480.37469482421875,501.1499938964844,504.25,494.1499938964844,496.79998779296875,6421930
2024-12-04,488.8578186035156,510.0,516.7000122070312,502.5,502.8999938964844,10064890
2024-12-05,490.96661376953125,512.2000122070312,514.1500244140625,501.3999938964844,511.95001220703125,6481631
2024-12-06,492.4523620605469,513.75,523.9000244140625,512.0,514.9000244140625,10442708
2024-12-09,493.98602294921875,515.3499755859375,521.9500122070312,514.0,515.0,8490785
2024-12-10,495.7114562988281,517.1500244140625,521.0999755859375,513.8499755859375,517.7000122070312,5999627
2024-12-11,491.7334289550781,513.0,520.0,511.25,517.0,5559349
2024-12-12,486.70111083984375,507.75,514.4000244140625,507.1000061035156,514.4000244140625,3709754
2024-12-13,483.34619140625,504.25,507.3500061035156,490.5,507.0,4617836
2024-12-16,486.07806396484375,507.1000061035156,513.2999877929688,505.1000061035156,505.79998779296875,3621956
2024-12-17,477.73870849609375,498.3999938964844,513.25,496.54998779296875,506.5,7148005
2024-12-18,466.9071350097656,487.1000061035156,498.3999938964844,483.0,496.29998779296875,5353446
2024-12-19,460.5328369140625,480.45001220703125,483.75,469.75,479.8999938964844,6612923
2024-12-20,434.50830078125,453.29998779296875,482.5,451.0,481.0,18725117
2024-12-23,437.57568359375,456.5,460.5,449.20001220703125,459.95001220703125,5194191
2024-12-24,432.49542236328125,451.20001220703125,459.79998779296875,440.0,458.29998779296875,3378648
2024-12-26,444.04583740234375,463.25,464.25,451.6499938964844,453.0,5751347
2024-12-27,433.31011962890625,452.04998779296875,466.75,450.79998779296875,465.0,3933285
2024-12-30,422.1910400390625,440.45001220703125,455.5,436.0,453.95001220703125,31939693
2024-12-31,429.9073181152344,448.5,449.8999938964844,441.20001220703125,441.79998779296875,6078911
2025-01-01,429.7156066894531,448.29998779296875,450.45001220703125,443.54998779296875,450.0,2624150
2025-01-02,440.3075256347656,459.3500061035156,460.6000061035156,447.0,448.5,7550076
2025-01-03,445.5316162109375,464.79998779296875,474.8500061035156,460.29998779296875,463.5,12857999
2025-01-06,427.990234375,446.5,468.29998779296875,443.54998779296875,468.29998779296875,6541592
2025-01-07,427.79852294921875,446.29998779296875,451.79998779296875,442.6000061035156,448.8500061035156,4817004
2025-01-08,416.8711242675781,434.8999938964844,447.8999938964844,430.20001220703125,446.29998779296875,7504204
2025-01-09,404.45794677734375,421.95001220703125,436.8999938964844,420.25,435.5,6771171
2025-01-10,387.4438171386719,404.20001220703125,422.3999938964844,401.3999938964844,421.0,9418630
2025-01-13,373.1614685058594,389.29998779296875,408.3500061035156,387.0,397.1000061035156,11102746
2025-01-14,400.0965576171875,417.3999938964844,419.3999938964844,393.6000061035156,395.45001220703125,16819358
2025-01-15,409.8258056640625,427.54998779296875,432.8500061035156,419.45001220703125,424.29998779296875,11942821
2025-01-16,417.3503723144531,435.3999938964844,440.75,432.70001220703125,434.5,11304640
2025-01-17,415.4812316894531,433.45001220703125,439.0,429.79998779296875,435.95001220703125,5109364
2025-01-20,418.7881774902344,436.8999938964844,442.0,431.20001220703125,436.8999938964844,4692710
2025-01-21,410.1612854003906,427.8999938964844,439.45001220703125,425.6000061035156,436.95001220703125,5673560
2025-01-22,403.1639404296875,420.6000061035156,428.0,412.3500061035156,427.0,7990557
2025-01-23,403.7869873046875,421.25,423.8500061035156,415.5,418.6499938964844,5201731
2025-01-24,391.4696960449219,408.3999938964844,423.70001220703125,407.1000061035156,421.29998779296875,5521223
2025-01-27,373.5448913574219,389.70001220703125,404.8999938964844,387.0,404.20001220703125,6919950
2025-01-28,370.33380126953125,386.3500061035156,400.75,379.6499938964844,400.0,12499818
2025-01-29,382.55523681640625,399.1000061035156,403.79998779296875,385.75,387.5,8257720
2025-01-30,396.54998779296875,413.70001220703125,416.95001220703125,401.6000061035156,403.0,12173193
2025-01-31,404.9851379394531,422.5,424.3999938964844,407.04998779296875,415.8500061035156,7617498
2025-02-01,387.2999572753906,404.04998779296875,431.54998779296875,401.75,425.0,10136985
2025-02-03,369.2314453125,385.20001220703125,400.0,378.20001220703125,400.0,12764889
2025-02-04,388.3065185546875,405.1000061035156,405.79998779296875,392.29998779296875,396.0,10384731
2025-02-05,395.4955749511719,412.6000061035156,414.8999938964844,406.3500061035156,406.95001220703125,7661250
2025-02-06,388.7378234863281,405.54998779296875,417.3999938964844,401.5,414.8500061035156,9100754
2025-02-07,392.6678771972656,409.6499938964844,419.79998779296875,398.0,404.0,16988216
2025-02-10,380.1109313964844,396.54998779296875,412.1000061035156,393.8500061035156,408.6499938964844,7130175
2025-02-11,359.9335632324219,375.5,399.8500061035156,374.0,398.04998779296875,13932310
2025-02-12,358.3519592285156,373.8500061035156,384.25,362.25,375.95001220703125,18493994
2025-02-13,368.5604553222656,384.5,390.29998779296875,376.1000061035156,377.0,15685551
2025-02-14,355.9076843261719,371.29998779296875,389.6499938964844,367.8500061035156,385.75,9111445
2025-02-17,356.9140930175781,372.3500061035156,378.79998779296875,357.25,370.8999938964844,9524354
2025-02-18,359.9335632324219,375.5,376.8999938964844,361.25,374.0,9358375
2025-02-19,368.5125427246094,384.45001220703125,385.54998779296875,369.5,373.8500061035156,10253709
2025-02-20,375.4619445800781,391.70001220703125,394.8999938964844,378.79998779296875,382.0,8995688
2025-02-21,373.5448913574219,389.70001220703125,396.95001220703125,385.04998779296875,391.70001220703125,6385575
2025-02-24,366.9788818359375,382.8500061035156,387.5,380.8999938964844,383.5,8201863
2025-02-25,366.1161804199219,381.95001220703125,387.45001220703125,381.04998779296875,385.25,6037957
2025-02-27,362.42578125,378.1000061035156,387.6000061035156,377.0,382.0,9653923
2025-02-28,352.46051025390625,364.29998779296875,375.1000061035156,360.6499938964844,373.5,23690515
2025-03-03,367.36004638671875,379.70001220703125,382.0,363.5,367.6000061035156,11923586
2025-03-04,370.843017578125,383.29998779296875,386.8999938964844,371.5,374.79998779296875,9721898
2025-03-05,382.888427734375,395.75,398.0,381.5,381.5,10048929
2025-03-06,392.5634460449219,405.75,408.79998779296875,400.1000061035156,405.0,7589546
2025-03-07,388.0645751953125,401.1000061035156,408.0,398.0,404.5,8363854
2025-03-10,381.43719482421875,394.25,407.0,393.0,400.5,7710492
2025-03-11,386.4197998046875,399.3999938964844,401.6499938964844,384.70001220703125,388.0,5838218
2025-03-12,383.2270812988281,396.1000061035156,403.8500061035156,388.8999938964844,402.0,6139396
2025-03-13,375.7289123535156,388.3500061035156,399.0,387.79998779296875,397.04998779296875,7418570
2025-03-17,377.0350646972656,389.70001220703125,396.3500061035156,386.3500061035156,388.3500061035156,6963936
2025-03-18,377.0350646972656,389.70001220703125,389.70001220703125,389.70001220703125,389.70001220703125,0
2025-03-19,394.31500244140625,403.8999938964844,405.79998779296875,398.70001220703125,400.95001220703125,6805771
2025-03-20,392.80181884765625,402.3500061035156,410.95001220703125,398.1000061035156,406.0,5519039
2025-03-21,398.1224365234375,407.79998779296875,410.95001220703125,400.0,401.0,7418546
2025-03-24,415.4024353027344,425.5,428.3999938964844,411.1000061035156,411.70001220703125,11643524
2025-03-25,409.3007507324219,419.25,432.8500061035156,417.0,430.0,7814328
2025-03-26,400.7583923339844,410.5,423.3999938964844,408.6499938964844,422.0,5336807
2025-03-27,411.0091857910156,421.0,423.25,409.1000061035156,410.0,7153843
2025-03-28,404.41937255859375,414.25,428.45001220703125,412.6000061035156,420.95001220703125,8470283
2025-04-01,395.09600830078125,404.70001220703125,417.70001220703125,401.70001220703125,410.0,6298784
2025-04-02,405.9814147949219,415.8500061035156,416.45001220703125,398.8999938964844,408.0,6384707
2025-04-03,411.3509216308594,421.3500061035156,424.3500061035156,410.0,410.0,5378877
2025-04-04,397.1950378417969,406.8500061035156,422.6499938964844,403.45001220703125,421.0,6089301
2025-04-07,385.6750183105469,395.04998779296875,396.70001220703125,371.8999938964844,374.0,11041175
2025-04-08,389.09197998046875,398.54998779296875,413.29998779296875,395.1000061035156,400.0,12900567
2025-04-09,384.5035095214844,393.8500061035156,399.8999938964844,389.0,399.8999938964844,6339983
2025-04-11,391.23974609375,400.75,405.3500061035156,398.1000061035156,401.0,5867624
2025-04-15,415.4512023925781,425.54998779296875,427.0,407.70001220703125,411.20001220703125,9433755
2025-04-16,413.7427673339844,423.79998779296875,430.3999938964844,420.5,426.0,5962450
2025-04-17,413.6451110839844,423.70001220703125,426.5,417.0,423.0,6171410
2025-04-21,425.8973083496094,436.25,438.8999938964844,424.1000061035156,425.0,7625622
2025-04-22,427.7522277832031,438.1499938964844,444.1000061035156,430.54998779296875,436.25,8222555
2025-04-23,422.8220520019531,433.1000061035156,441.0,423.5,439.70001220703125,7558664
2025-04-24,423.8959655761719,434.20001220703125,436.45001220703125,428.45001220703125,432.54998779296875,6093751
2025-04-25,405.2004089355469,415.04998779296875,436.70001220703125,410.75,434.0,8782826
2025-04-28,409.5935974121094,419.54998779296875,425.6000061035156,412.29998779296875,415.04998779296875,6646961
2025-04-29,403.68719482421875,413.5,427.8999938964844,412.8999938964844,420.6499938964844,5520460
2025-04-30,397.73193359375,407.3999938964844,415.1499938964844,405.0,413.5,5430500
2025-05-02,395.09600830078125,404.70001220703125,416.5,403.70001220703125,407.0,5838633
2025-05-05,400.6607666015625,410.3999938964844,413.75,407.0,410.20001220703125,3849153
2025-05-06,386.0167236328125,395.3999938964844,411.8999938964844,393.3999938964844,410.3999938964844,5473528
2025-05-07,394.7055358886719,404.29998779296875,405.70001220703125,392.20001220703125,393.3999938964844,5827411
2025-05-08,381.0377502441406,390.29998779296875,409.6000061035156,387.0,405.5,8406346
2025-05-09,376.7421875,385.8999938964844,391.6499938964844,381.1000061035156,387.3999938964844,8952332
2025-05-12,404.12652587890625,413.95001220703125,415.0,400.0,401.0,6534063
2025-05-13,402.56451416015625,412.3500061035156,416.29998779296875,409.04998779296875,412.0,5902455
2025-05-14,395.8770446777344,405.5,419.75,403.1499938964844,413.25,12063302
2025-05-15,397.4390869140625,407.1000061035156,408.95001220703125,401.54998779296875,405.29998779296875,9174908
2025-05-16,407.8363342285156,417.75,423.20001220703125,407.5,408.0,13040115
2025-05-19,409.251953125,419.20001220703125,424.5,418.0,419.0,6144525
2025-05-20,396.6092529296875,406.25,422.5,405.04998779296875,420.20001220703125,7787229
2025-05-21,402.90618896484375,412.70001220703125,420.95001220703125,401.75,407.0,16780984
2025-05-22,396.950927734375,406.6000061035156,413.79998779296875,403.0,413.0,11486658
2025-05-23,396.1698913574219,405.79998779296875,409.70001220703125,402.5,407.1000061035156,6801449
2025-05-26,402.7109375,412.5,414.54998779296875,407.20001220703125,408.0,4774997
2025-05-27,403.29669189453125,413.1000061035156,414.6000061035156,408.29998779296875,412.3500061035156,5189625
2025-05-28,401.9787292480469,411.75,417.75,410.29998779296875,413.1000061035156,3574669
2025-05-29,403.68719482421875,413.5,415.04998779296875,408.5,414.0,3763771
2025-05-30,396.3163757324219,405.95001220703125,415.8999938964844,404.5,412.0,10039873
2025-06-02,399.6356506347656,409.3500061035156,411.70001220703125,404.1000061035156,406.0,4041431
2025-06-03,397.58551025390625,407.25,415.70001220703125,405.0,410.0,4671387
2025-06-04,395.1936340332031,404.79998779296875,409.8999938964844,402.25,408.0,4366667
2025-06-05,398.2200622558594,407.8999938964844,411.8500061035156,406.5,407.0,3695619
2025-06-06,408.4709167480469,418.3999938964844,421.5,404.20001220703125,407.8999938964844,11031104
2025-06-09,420.7718811035156,431.0,432.6000061035156,421.29998779296875,422.8999938964844,9586201
2025-06-10,421.2112121582031,431.45001220703125,434.54998779296875,427.70001220703125,434.54998779296875,4964863
2025-06-11,418.4776611328125,428.6499938964844,436.20001220703125,425.45001220703125,431.45001220703125,4662364
2025-06-12,405.8837890625,415.75,429.20001220703125,413.75,427.0,7636464
2025-06-13,398.7707824707031,406.45001220703125,408.04998779296875,401.0,401.0,7340189
2025-06-16,398.8688659667969,406.54998779296875,408.25,397.20001220703125,406.6499938964844,4875821
2025-06-17,395.48406982421875,403.1000061035156,411.54998779296875,402.20001220703125,406.54998779296875,4437622
2025-06-18,389.5483703613281,397.04998779296875,406.0,394.20001220703125,403.0,4637176
2025-06-19,382.9749450683594,390.3500061035156,398.8500061035156,388.6000061035156,395.29998779296875,5562987
2025-06-20,401.3216552734375,409.04998779296875,415.0,397.3500061035156,398.5,40786410
2025-06-23,403.1366882324219,410.8999938964844,414.20001220703125,403.5,404.29998779296875,5128511
2025-06-24,405.8838195800781,413.70001220703125,420.79998779296875,412.8999938964844,417.0,5682297
2025-06-25,405.098876953125,412.8999938964844,417.95001220703125,410.54998779296875,417.95001220703125,5208380
2025-06-26,412.31005859375,420.25,421.0,413.6000061035156,415.0,4936949
2025-06-27,413.5854797363281,421.54998779296875,427.79998779296875,419.3500061035156,424.0,5893639
2025-06-30,419.324951171875,427.3999938964844,429.8999938964844,422.29998779296875,424.3999938964844,8309295
2025-07-01,415.64581298828125,423.6499938964844,429.6499938964844,418.1499938964844,429.6499938964844,5986456
2025-07-02,410.4949951171875,418.3999938964844,425.1499938964844,416.5,423.0,5958682
2025-07-03,407.60076904296875,415.45001220703125,422.45001220703125,414.8500061035156,419.5,4471741
2025-07-04,405.44232177734375,413.25,419.6499938964844,412.20001220703125,415.70001220703125,4544818
2025-07-07,403.7253723144531,411.5,414.70001220703125,409.75,413.6499938964844,3269596
2025-07-08,411.8685302734375,419.79998779296875,420.95001220703125,411.04998779296875,411.5,4918959
2025-07-09,409.8572692871094,417.75,421.79998779296875,415.29998779296875,420.0,3945567
2025-07-10,421.33624267578125,429.45001220703125,432.45001220703125,422.29998779296875,425.75,26178377
2025-07-11,422.8078918457031,430.95001220703125,438.3500061035156,427.70001220703125,431.79998779296875,14700458
2025-07-14,417.1665344238281,425.20001220703125,432.0,421.1000061035156,429.8500061035156,4986863
2025-07-15,417.06842041015625,425.1000061035156,430.45001220703125,423.70001220703125,425.20001220703125,3974226
2025-07-16,415.7439270019531,423.75,426.8999938964844,421.6499938964844,425.0,3701435
2025-07-17,416.0873107910156,424.1000061035156,424.8500061035156,420.25,423.75,4052726
2025-07-18,412.50628662109375,420.45001220703125,426.8500061035156,418.1000061035156,424.1000061035156,5218834
2025-07-21,411.8685302734375,419.79998779296875,420.6000061035156,414.25,419.04998779296875,4051980
2025-07-22,406.86492919921875,414.70001220703125,423.70001220703125,414.1499938964844,420.20001220703125,3407343
2025-07-23,411.2308349609375,419.1499938964844,420.0,411.29998779296875,416.75,3652329
2025-07-24,414.17413330078125,422.1499938964844,423.3500061035156,416.25,419.1499938964844,2781973
2025-07-25,407.2573547363281,415.1000061035156,423.3999938964844,413.70001220703125,422.1499938964844,4213376
2025-07-28,397.4953308105469,405.1499938964844,417.0,404.3999938964844,414.8500061035156,3493261
2025-07-29,402.8423767089844,410.6000061035156,411.5,401.3500061035156,403.0,4343591
2025-07-30,404.1177978515625,411.8999938964844,414.20001220703125,408.6000061035156,410.70001220703125,2147122
2025-07-31,402.2046813964844,409.95001220703125,412.6000061035156,403.3500061035156,406.6000061035156,3924392
2025-08-01,396.21990966796875,403.8500061035156,409.20001220703125,403.0,408.1000061035156,2424645
2025-08-04,405.932861328125,413.75,414.3999938964844,403.1000061035156,404.0,3031304
2025-08-05,405.6875915527344,413.5,416.5,410.70001220703125,415.0,3014252
2025-08-06,407.8950500488281,415.75,419.79998779296875,405.5,413.54998779296875,10816716
2025-08-07,401.22357177734375,408.95001220703125,416.79998779296875,403.6000061035156,416.79998779296875,8387797
2025-08-08,397.0047912597656,404.6499938964844,409.6499938964844,403.45001220703125,409.0,6103086
2025-08-11,410.8874206542969,418.79998779296875,419.8999938964844,405.45001220703125,405.8999938964844,9713008
2025-08-12,407.8460388183594,415.70001220703125,424.8999938964844,414.54998779296875,419.0,6429327
2025-08-13,409.8572692871094,417.75,419.6499938964844,415.25,417.0,3883695
2025-08-14,408.6308898925781,416.5,419.79998779296875,413.8999938964844,419.0,3680607
2025-08-18,404.5722961425781,408.70001220703125,419.79998779296875,407.5,419.79998779296875,6119780
2025-08-19,405.8591613769531,410.0,413.1499938964844,406.5,409.54998779296875,5315976
2025-08-20,399.3258056640625,403.3999938964844,411.29998779296875,403.0,409.95001220703125,7517853
2025-08-21,396.2076416015625,400.25,408.1499938964844,399.29998779296875,404.75,6814781
2025-08-22,395.8116760253906,399.8500061035156,402.70001220703125,394.3999938964844,400.25,6199157
2025-08-25,395.2672119140625,399.29998779296875,401.25,398.3999938964844,399.8500061035156,3576487
2025-08-26,384.62579345703125,388.54998779296875,399.5,387.6499938964844,398.3999938964844,8672494
2025-08-28,377.89447021484375,381.75,389.70001220703125,381.0,388.8500061035156,6429323
2025-08-29,375.8652038574219,379.70001220703125,383.6000061035156,376.0,381.75,7398515
2025-09-01,385.6156921386719,389.54998779296875,391.0,379.75,380.0,3520775
2025-09-02,388.68438720703125,392.6499938964844,395.75,388.20001220703125,391.8999938964844,4362539
2025-09-03,390.3177185058594,394.29998779296875,395.8500061035156,391.70001220703125,392.6499938964844,3271472
